GCF_000013305.1	PRJNA224116	SAMN02604181		na	362663	562	Escherichia coli 536	strain=536		latest	Complete Genome	Major	Full	2006/07/13	ASM1330v1	University of Goettingen	GCA_000013305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/305/GCF_000013305.1_ASM1330v1		
GCF_000014845.1	PRJNA224116	SAMN02603424		na	405955	562	Escherichia coli APEC O1	strain=APEC O1		latest	Complete Genome	Major	Full	2006/10/04	ASM1484v1	Iowa State University	GCA_000014845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/845/GCF_000014845.1_ASM1484v1		
GCF_000017745.1	PRJNA224116	SAMN02604038		na	331111	562	Escherichia coli O139:H28 str. E24377A	strain=E24377A		latest	Complete Genome	Major	Full	2007/09/11	ASM1774v1	TIGR	GCA_000017745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/745/GCF_000017745.1_ASM1774v1		
GCF_000017765.1	PRJNA224116	SAMN02604037		na	331112	562	Escherichia coli HS	strain=HS		latest	Complete Genome	Major	Full	2007/09/10	ASM1776v1	TIGR	GCA_000017765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/765/GCF_000017765.1_ASM1776v1		
GCF_000017985.1	PRJNA224116	SAMN02603421		na	413997	562	Escherichia coli B str. REL606	strain=REL606		latest	Complete Genome	Major	Full	2009/07/15	ASM1798v1	International E. coli B Consortium	GCA_000017985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/985/GCF_000017985.1_ASM1798v1		
GCF_000019385.1	PRJNA224116	SAMN02598405		na	481805	562	Escherichia coli ATCC 8739	strain=ATCC 8739		latest	Complete Genome	Major	Full	2008/03/11	ASM1938v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000019385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/385/GCF_000019385.1_ASM1938v1		
GCF_000019425.1	PRJNA224116	SAMN02604262		na	316385	562	Escherichia coli str. K-12 substr. DH10B	strain=K-12 substr. DH10B		latest	Complete Genome	Major	Full	2008/03/14	ASM1942v1	University of Wisconsin-Madison	GCA_000019425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/425/GCF_000019425.1_ASM1942v1		
GCF_000019645.1	PRJNA224116	SAMN02604066		na	439855	562	Escherichia coli SMS-3-5	strain=SMS-3-5		latest	Complete Genome	Major	Full	2008/03/20	ASM1964v1	TIGR	GCA_000019645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/645/GCF_000019645.1_ASM1964v1		
GCF_000021125.1	PRJNA224116	SAMN02603441		na	444450	562	Escherichia coli O157:H7 str. EC4115	strain=EC4115		latest	Complete Genome	Major	Full	2008/10/08	ASM2112v1	J. Craig Venter Institute	GCA_000021125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/125/GCF_000021125.1_ASM2112v1		
GCF_000022225.1	PRJNA224116	SAMN02604255		na	544404	562	Escherichia coli O157:H7 str. TW14359	strain=TW14359		latest	Complete Genome	Major	Full	2009/07/23	ASM2222v1	University of Washington	GCA_000022225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/225/GCF_000022225.1_ASM2222v1		
GCF_000022345.1	PRJNA224116	SAMN02603900		na	595496	562	Escherichia coli BW2952	strain=K-12 substr. BW2952		latest	Complete Genome	Major	Full	2009/06/04	ASM2234v1	TEDA School of Biological Sciences and Biotechnology, Nankai University	GCA_000022345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/345/GCF_000022345.1_ASM2234v1		
GCF_000022665.1	PRJNA224116	SAMN02603478		na	469008	562	Escherichia coli BL21(DE3)	strain=BL21(DE3)		latest	Complete Genome	Major	Full	2010/05/17	ASM2266v1	Korea Research Institute of Bioscience and Biotechnology	GCA_000022665.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/665/GCF_000022665.1_ASM2266v1		
GCF_000023365.1	PRJNA224116	SAMN02598470		na	536056	562	Escherichia coli DH1	strain=DH1		latest	Complete Genome	Major	Full	2009/10/05	ASM2336v1	US DOE Joint Genome Institute	GCA_000023365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/365/GCF_000023365.1_ASM2336v1		
GCF_000023665.1	PRJNA224116	SAMN00002656		na	866768	562	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	strain=BL21-Gold(DE3)pLysS AG		latest	Complete Genome	Major	Full	2009/07/09	ASM2366v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/665/GCF_000023665.1_ASM2366v1		
GCF_000025165.1	PRJNA224116	SAMN02603636		na	701177	562	Escherichia coli O55:H7 str. CB9615	strain=CB9615		latest	Complete Genome	Major	Full	2010/03/08	ASM2516v1	Nankai University	GCA_000025165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/165/GCF_000025165.1_ASM2516v1		
GCF_000025745.1	PRJNA224116	SAMN02603334		na	714962	562	Escherichia coli IHE3034	strain=IHE3034		latest	Complete Genome	Major	Full	2010/04/12	ASM2574v1	IGS	GCA_000025745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/745/GCF_000025745.1_ASM2574v1		
GCF_000026245.1	PRJNA224116	SAMEA3138229		na	585055	562	Escherichia coli 55989	strain=55989		latest	Complete Genome	Major	Full	2008/12/18	ASM2624v1	Institut Pasteur and Genoscope	GCA_000026245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/245/GCF_000026245.1_ASM2624v1		
GCF_000026265.1	PRJNA224116	SAMEA3138230		na	585034	562	Escherichia coli IAI1	strain=IAI1		latest	Complete Genome	Major	Full	2008/12/18	ASM2626v1	Genoscope	GCA_000026265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/265/GCF_000026265.1_ASM2626v1		
GCF_000026285.1	PRJNA224116	SAMEA3138231		na	585035	562	Escherichia coli S88	strain=S88		latest	Complete Genome	Major	Full	2008/12/18	ASM2628v2	Genoscope	GCA_000026285.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/285/GCF_000026285.1_ASM2628v2		
GCF_000026345.1	PRJNA59381	SAMEA3138234		reference genome	585057	562	Escherichia coli IAI39	strain=IAI39		latest	Complete Genome	Major	Full	2008/12/18	ASM2634v1	Genoscope	GCA_000026345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/345/GCF_000026345.1_ASM2634v1		
GCF_000026545.1	PRJNA224116	SAMEA1705959		na	574521	562	Escherichia coli O127:H6 str. E2348/69	strain=E2348/69		latest	Complete Genome	Major	Full	2008/11/26	ASM2654v1	Sanger Institute	GCA_000026545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/545/GCF_000026545.1_ASM2654v1		
GCF_000027125.1	PRJNA224116	SAMEA2272277		na	216592	562	Escherichia coli 042	strain=042		latest	Complete Genome	Major	Full	2010/01/28	ASM2712v1	Wellcome Trust Sanger Institute	GCA_000027125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/125/GCF_000027125.1_ASM2712v1		
GCF_000091005.1	PRJNA224116	SAMD00060955		na	573235	562	Escherichia coli O26:H11 str. 11368	strain=11368		latest	Complete Genome	Major	Full	2009/09/10	ASM9100v1	University of Tokyo, Graduate School of Frontier Sciences	GCA_000091005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/005/GCF_000091005.1_ASM9100v1		
GCF_000147855.2	PRJNA224116	SAMN00016779		na	595495	562	Escherichia coli KO11FL	strain=KO11		latest	Complete Genome	Major	Full	2011/02/14	ASM14785v3	US DOE Joint Genome Institute (JGI-PGF)	GCA_000147855.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/855/GCF_000147855.2_ASM14785v3		
GCF_000148365.1	PRJNA224116	SAMN02603258		na	655817	562	Escherichia coli ABU 83972	strain=ABU 83972		latest	Complete Genome	Major	Full	2010/09/22	ASM14836v1	Georg-August-University Goettingen	GCA_000148365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/365/GCF_000148365.1_ASM14836v1		
GCF_000148605.1	PRJNA224116	SAMN00017915		na	869729	562	Escherichia coli UM146	strain=UM146		latest	Complete Genome	Major	Full	2010/09/24	ASM14860v1	MBRI	GCA_000148605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/605/GCF_000148605.1_ASM14860v1		
GCF_000183345.1	PRJNA161987	SAMN02603727		reference genome	685038	562	Escherichia coli O83:H1 str. NRG 857C	strain=NRG 857C		latest	Complete Genome	Major	Full	2010/11/30	ASM18334v1	Public Health Agency of Canada Laboratory for Foodborne Zoonoses	GCA_000183345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/345/GCF_000183345.1_ASM18334v1		
GCF_000184185.1	PRJNA224116	SAMN02602978		na	566546	562	Escherichia coli W	strain=W		latest	Complete Genome	Major	Full	2010/12/14	ASM18418v1	AIBN/KRIBB	GCA_000184185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/185/GCF_000184185.1_ASM18418v1		
GCF_000210475.1	PRJNA224116	SAMEA2272237		na	316401	562	Escherichia coli ETEC H10407	strain=ETEC H10407		latest	Complete Genome	Major	Full	2010/10/21	ASM21047v1	Wellcome Trust Sanger Institute	GCA_000210475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/475/GCF_000210475.1_ASM21047v1		
GCF_000212715.2	PRJNA224116	SAMN02604221		na	696406	562	Escherichia coli UMNK88	strain=UMNK88		latest	Complete Genome	Major	Full	2011/05/09	ASM21271v2	University of Minnesota	GCA_000212715.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/715/GCF_000212715.2_ASM21271v2		
GCF_000219515.2	PRJNA224116	SAMN02469619		na	1001989	562	Escherichia coli PCN033	strain=PCN033		latest	Complete Genome	Major	Full	2015/06/08	ASM21951v3	Chinese National Human Genome Center at Shanghai	GCA_000219515.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/515/GCF_000219515.2_ASM21951v3		
GCF_000227625.1	PRJNA224116	SAMN02603406		na	1072459	562	Escherichia coli O7:K1 str. CE10	strain=CE10		latest	Complete Genome	Major	Full	2011/10/06	ASM22762v1	Institute of Pathogen Biology, CAMS&PUMC	GCA_000227625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/625/GCF_000227625.1_ASM22762v1		
GCF_000233875.1	PRJNA224116	SAMN02603902		na	885276	562	Escherichia coli str. 'clone D i2'	strain=clone D i2		latest	Complete Genome	Major	Full	2011/11/03	ASM23387v1	TEDA School of Biological Sciences and Biotechnology, Nankai University	GCA_000233875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/875/GCF_000233875.1_ASM23387v1		
GCF_000233895.1	PRJNA224116	SAMN02603903		na	885275	562	Escherichia coli str. 'clone D i14'	strain=clone D i14		latest	Complete Genome	Major	Full	2011/11/03	ASM23389v1	TEDA School of Biological Sciences and Biotechnology, Nankai University	GCA_000233895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/895/GCF_000233895.1_ASM23389v1		
GCF_000245515.1	PRJNA224116	SAMN02604278		na	1048689	562	Escherichia coli O55:H7 str. RM12579	strain=RM12579		latest	Complete Genome	Major	Full	2012/02/01	ASM24551v1	USDA/ARS	GCA_000245515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/515/GCF_000245515.1_ASM24551v1		
GCF_000257275.1	PRJNA224116	SAMN02603904		na	910348	562	Escherichia coli P12b	strain=P12b		latest	Complete Genome	Major	Full	2012/04/02	ASM25727v1	TEDA School of Biological Sciences and Biotechnology, Nankai University	GCA_000257275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/275/GCF_000257275.1_ASM25727v1		
GCF_000258025.1	PRJNA224116	SAMN02604168		na	595495	562	Escherichia coli KO11FL	strain=KO11FL		latest	Complete Genome	Major	Full	2012/04/06	ASM25802v1	University of Florida	GCA_000258025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/025/GCF_000258025.1_ASM25802v1		
GCF_000258145.1	PRJNA224116	SAMN02604169		na	566546	562	Escherichia coli W	strain=W		latest	Complete Genome	Major	Full	2012/04/06	ASM25814v1	University of Florida	GCA_000258145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/145/GCF_000258145.1_ASM25814v1		
GCF_000262125.1	PRJNA224116	SAMN02603645		na	741093	562	Escherichia coli Xuzhou21	strain=Xuzhou21		latest	Complete Genome	Major	Full	2012/05/09	ASM26212v1	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	GCA_000262125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/125/GCF_000262125.1_ASM26212v1		
GCF_000270105.1	PRJNA224116	SAMD00060976		na	536056	562	Escherichia coli DH1	strain=DH1		latest	Complete Genome	Major	Full	2010/12/16	ASM27010v1	Symbiotic Network Design Laboratory, Graduate School of Information Science and Technology, Osaka University	GCA_000270105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/105/GCF_000270105.1_ASM27010v1		
GCF_000284495.1	PRJNA224116	SAMEA3138414		na	591946	562	Escherichia coli LF82	strain=LF82		latest	Complete Genome	Major	Full	2009/01/27	ASM28449v1	Genoscope	GCA_000284495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/495/GCF_000284495.1_ASM28449v1		
GCF_000285655.3	PRJNA224116	SAMEA2272019		na	941322	562	Escherichia coli O25b:H4-ST131	strain=EC958		latest	Complete Genome	Major	Full	2014/05/29	EC958.v1	The University of Queensland	GCA_000285655.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/655/GCF_000285655.3_EC958.v1		
GCF_000299255.1	PRJNA224116	SAMN01831189		na	1134782	562	Escherichia coli O104:H4 str. 2009EL-2050	strain=2009EL-2050		latest	Complete Genome	Major	Full	2012/09/25	ASM29925v1	Los Alamos National Laboratory	GCA_000299255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/255/GCF_000299255.1_ASM29925v1		
GCF_000299455.1	PRJNA176127	SAMN01831188		reference genome	1133852	562	Escherichia coli O104:H4 str. 2011C-3493	strain=2011C-3493		latest	Complete Genome	Major	Full	2012/09/27	ASM29945v1	Los Alamos National Laboratory	GCA_000299455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/455/GCF_000299455.1_ASM29945v1		
GCF_000299475.1	PRJNA224116	SAMN01831190		na	1133853	562	Escherichia coli O104:H4 str. 2009EL-2071	strain=2009EL-2071		latest	Complete Genome	Major	Full	2012/09/27	ASM29947v1	Los Alamos National Laboratory	GCA_000299475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/475/GCF_000299475.1_ASM29947v1		
GCF_000332755.1	PRJNA224116	SAMN02603426		na	1274814	562	Escherichia coli APEC O78	strain=APEC O78		latest	Complete Genome	Major	Full	2013/01/23	ASM33275v1	Iowa State University	GCA_000332755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/755/GCF_000332755.1_ASM33275v1		
GCF_000350185.1	PRJNA224116	SAMD00006056		na	1110693	562	Escherichia coli str. K-12 substr. MDS42	strain=K-12 substr. MDS42		latest	Complete Genome	Major	Full	2011/12/02	ASM35018v1	Osaka University	GCA_000350185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/185/GCF_000350185.1_ASM35018v1		
GCF_000464955.2	PRJNA224116	SAMN02147037		na	1335303	562	Escherichia coli O104:H21 str. CFSAN002236	strain=CFSAN002236		latest	Complete Genome	Major	Full	2017/10/02	ASM46495v2	FDA/CFSAN	GCA_000464955.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/464/955/GCF_000464955.2_ASM46495v2		
GCF_000468515.1	PRJNA224116	SAMN02604176		na	1335916	562	Escherichia coli LY180	strain=LY180		latest	Complete Genome	Major	Full	2013/09/18	ASM46851v1	University of Florida	GCA_000468515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/515/GCF_000468515.1_ASM46851v1		
GCF_000493755.1	PRJNA224116	SAMN02603887		na	1355100	562	Escherichia coli JJ1886	strain=JJ1886		latest	Complete Genome	Major	Full	2013/10/29	ASM49375v1	Statens Serum Institut	GCA_000493755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/755/GCF_000493755.1_ASM49375v1		
GCF_000499485.1	PRJNA224116	SAMEA3138816		na	1403831	562	Escherichia coli str. K-12 substr. MC4100	strain=K-12 substr. MC4100		latest	Complete Genome	Major	Full	2013/11/06	MYMC4100	EVOECOGENKIEL	GCA_000499485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/485/GCF_000499485.1_MYMC4100		
GCF_000520035.1	PRJNA224116	SAMN02641383		na	1248902	562	Escherichia coli O145:H28 str. RM13514	strain=RM13514		latest	Complete Genome	Major	Full	2014/01/14	ASM52003v1	USDA, ARS, WRRC, PSM	GCA_000520035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/035/GCF_000520035.1_ASM52003v1		
GCF_000520055.1	PRJNA224116	SAMN02641384		na	1248915	562	Escherichia coli O145:H28 str. RM13516	strain=RM13516		latest	Complete Genome	Major	Full	2014/01/14	ASM52005v1	USDA, ARS, WRRC, PSM	GCA_000520055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/055/GCF_000520055.1_ASM52005v1		
GCF_000597845.1	PRJNA224116	SAMN02647163		na	562	562	Escherichia coli	strain=ST540		latest	Complete Genome	Major	Full	2014/03/19	ASM59784v1	University of Antwerpen	GCA_000597845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/845/GCF_000597845.1_ASM59784v1		
GCF_000599625.1	PRJNA224116	SAMN02666434		na	562	562	Escherichia coli	strain=ST540		latest	Complete Genome	Major	Full	2014/03/19	ASM59962v1	University of Antwerpen	GCA_000599625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/625/GCF_000599625.1_ASM59962v1		
GCF_000599645.1	PRJNA224116	SAMN02666695		na	562	562	Escherichia coli	strain=ST540		latest	Complete Genome	Major	Full	2014/03/19	ASM59964v1	University of Antwerpen	GCA_000599645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/645/GCF_000599645.1_ASM59964v1		
GCF_000599665.1	PRJNA224116	SAMN02666696		na	562	562	Escherichia coli	strain=ST2747		latest	Complete Genome	Major	Full	2014/03/19	ASM59966v1	University of Antwerpen	GCA_000599665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/665/GCF_000599665.1_ASM59966v1		
GCF_000599685.1	PRJNA224116	SAMN02666697		na	562	562	Escherichia coli	strain=ST2747		latest	Complete Genome	Major	Full	2014/03/19	ASM59968v1	University of Antwerpen	GCA_000599685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/685/GCF_000599685.1_ASM59968v1		
GCF_000599705.1	PRJNA224116	SAMN02666698		na	562	562	Escherichia coli	strain=ST2747		latest	Complete Genome	Major	Full	2014/03/19	ASM59970v1	University of Antwerpen	GCA_000599705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/705/GCF_000599705.1_ASM59970v1		
GCF_000662395.1	PRJNA224116	SAMN03081526		na	1248903	562	Escherichia coli O145:H28 str. RM12761	strain=RM12761		latest	Complete Genome	Major	Full	2014/05/01	ASM66239v1	USDA, ARS, WRRC, PSM	GCA_000662395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/662/395/GCF_000662395.1_ASM66239v1		
GCF_000671295.1	PRJNA224116	SAMN03081527		na	1248823	562	Escherichia coli O145:H28 str. RM12581	strain=RM12581		latest	Complete Genome	Major	Full	2014/05/01	ASM67129v1	USDA-ARS-WRRC-PSM	GCA_000671295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/295/GCF_000671295.1_ASM67129v1		
GCF_000714595.1	PRJNA224116	SAMN02794012		na	316435	562	Escherichia coli Nissle 1917	strain=Nissle 1917		latest	Complete Genome	Major	Full	2014/06/27	ASM71459v1	Bioifnormatik, Biozentrum, Uni Wuerzburg	GCA_000714595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/595/GCF_000714595.1_ASM71459v1		
GCF_000725265.1	PRJNA224116	SAMN02918008		na	340184	562	Escherichia coli B7A	strain=B7A		latest	Complete Genome	Major	Full	2014/07/14	ASM72526v1	Shanghai Jiao Tong University	GCA_000725265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/265/GCF_000725265.1_ASM72526v1		
GCF_000725305.1	PRJNA224116	SAMN02440167		na	1435461	562	Escherichia coli KLY	strain=KLY		latest	Complete Genome	Major	Full	2014/07/14	ASM72530v1	Hebrew University - Balaban's Lab	GCA_000725305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/305/GCF_000725305.1_ASM72530v1		
GCF_000730345.1	PRJNA224116	SAMN02872945		na	1328859	562	Escherichia coli O157:H7 str. SS17	strain=SS17		latest	Complete Genome	Major	Full	2014/07/17	ASM73034v1	Penn State	GCA_000730345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/345/GCF_000730345.1_ASM73034v1		
GCF_000732965.1	PRJNA224116	SAMN02905113		na	155864	562	Escherichia coli O157:H7 str. EDL933	strain=EDL933		latest	Complete Genome	Major	Full	2014/07/24	ASM73296v1	University of California San Diego	GCA_000732965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/965/GCF_000732965.1_ASM73296v1		
GCF_000743255.1	PRJNA224116	SAMN02929659		na	1322345	562	Escherichia coli ATCC 25922	strain=ATCC 25922		latest	Complete Genome	Major	Full	2014/08/22	ASM74325v1	Los Alamos National Laboratory	GCA_000743255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/255/GCF_000743255.1_ASM74325v1		
GCF_000750555.1	PRJNA224116	SAMN03013572		na	679895	562	Escherichia coli BW25113	strain=K-12 substr. BW25113		latest	Complete Genome	Major	Full	2014/09/09	ASM75055v1	Universite de Sherbrooke	GCA_000750555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/555/GCF_000750555.1_ASM75055v1		
GCF_000784925.1	PRJNA224116	SAMN02709589		na	562	562	Escherichia coli	strain=ECONIH1		latest	Complete Genome	Major	Full	2014/11/17	ASM78492v1	NIH	GCA_000784925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/925/GCF_000784925.1_ASM78492v1		
GCF_000800215.1	PRJNA224116	SAMN03093203		na	1245474	562	Escherichia coli ER2796	strain=ER2796		latest	Complete Genome	Major	Full	2014/12/09	ASM80021v1	New England Biolabs	GCA_000800215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/215/GCF_000800215.1_ASM80021v1		
GCF_000800765.1	PRJNA224116	SAMN03107000		na	83333	562	Escherichia coli K-12	strain=ER3413		latest	Complete Genome	Major	Full	2014/12/11	ASM80076v1	New England Biolabs	GCA_000800765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/765/GCF_000800765.1_ASM80076v1		
